id	name	value
A2V27A9GZA1NR2	essay3	This is a dangerous statement. I think it was true maybe 20 years ago, but these days, I believe only a small percentage of scandals we see are genuine events. Now scandals are controlled and people causing them WANT to be seen and heard. They WANT to turn world attention to themselves. The REAL scandals are very rare now. WHEN it happens, then yes, it's good for a dark secret to see the light of the day and be judged by public opinion. It's very hard to see what's behind that scandal though...  we can't be sure of scandalist's intentions. There are always some secrets kept in the dark that we will never see or hear...
A2V3P1XE33NYC3	essay1	Certainly such a statement is likely true. I myself have noticed that relying upon technology, specifically the internet to research and answer questions, has created a situation where my memory is not as good as it used to be. In a day and age where we do not have to memorize facts and figures because we can look up such things in seconds, it stands to reason that our ability to think for ourselves will deteriorate. Add in social media and it's ability to manipulate or create group opinions, and to enforce these opinions against others, and I think the statement above is generally true. It's a sad situation all around, but it's likely going to cause big problems in the future. If artificial intelligence takes hold, the problem will get worse rather than better.
A2V3P1XE33NYC3	essay2	Perhaps this is a correct statement. The major cities contain most of the population of a country, depending upon where they are located, so you could get a good look at its society. Cities, however, tend to be pathological due to a number of factors. Negative emotions and negative human traits tend to express themselves more strongly in a city. It could end up that you're not getting the full story of a society merely by looking at the cities because of this. What are the other people in the society who don't live in the cities doing and what are they like? It could be the reverse of what you see in the city. You wouldn't know about it by looking at the urban areas.
A2V3P1XE33NYC3	essay3	Scandals emerge because people haven't been paying attention. In some cases, it's behavior that many people already know about, but refuse to expose for various reasons. These reasons include power, money, and even blackmail. Only when the problem gets too big to hide does it become a scandal. Speakers and reformers can focus attention on problems without there being a scandal, although certainly a scandal helps to draw attention to any given topic. It's possible to do both and still focus attention on any given problem.
A2W121DQXNQK1	essay1	I disagree on the statement that the ability of humans will degrade or deteriorate society in general relies more on technology. The human experience, rather events in the history of mankind has shown that we are naturally inclined towards the creation of technology . Our reliance on technology.has allowed humans to survive on this planet, considering we are physically equipped to survive against other species in nature.  Usage of fire, building instruments, and agricultural tools has allowed us to modernize and create cities and societies where humans can thrive. The creation of high-end technology such as smartphones, computers, and the internet are simply another aspect of human history people will look back upon to see how far we have advanced as a species. Humans still have the ability to think for themselves, and just as before people can choose to let technology dictate more aspects of their life, or less. People in general, still have the choice to utilize technology, or forgo it.
A2W121DQXNQK1	essay2	Major cities are often a good example of important characteristics of society, but it is not the only example one can look upon to determine the most important characteristics of a society. A major city is a good example of the extent architecture and infrastructure has advanced in a society, and one can see the modernization and incorporation of technology in a major city. However, many large cities suffer from a disconnected consciousness, where its members do not associate with one another strongly. This aspect of a major city is not an important characteristic. In fact, smaller towns or cities can demonstrate how being connected with one another, and the social aspects of the human experience is crucial for society. The interactions, the ways people support and help each other may be found in a major city, but it is more commonly exemplified in a smaller community.
A2W121DQXNQK1	essay3	Scandals do have a use in society, as many individuals find themselves overwhelmed with a saturation of information. The advent of technology has made it possible for many to be informed of news and events in locations far from reasonable effects. Many would overlook certain issues, or facts for irrelevance, or a focus of interest on more practical or relevant news. A scandal can draw attention to a problem, such as the case of Flint, Michigan. This city would normally have only affected its citizens, given that the water was unsafe to drink. Yet, due to the scandal, many have become aware of the situation, and had taken initiative to protest the local government in charge of the city, or provide charity for its citizens. The scandal has essentially focused the attention of many to an event, that unfortunately is not unique or rare. Many other cities likely suffer from unsafe drinking water, but the focus of society lies elsewhere.
A2W8ZODKKQ7RYP	essay1	I completely agree with this statement. We see this in the young people today, they no longer think for themselves.  From a young age kids are attached to their phones. They are given computers in school to help them with their schoolwork. These kids using this technology do not know how to go the library and research information, and some can not do simple math without the help of their phone.  I wonder sometimes, what would happen if this technology was suddenly taken from them, even for a period of only a month.  I believe they would start to think again, to reason, to question things and not just accept  information that they are given.
A2W8ZODKKQ7RYP	essay2	I disagree with the statement that to understand the most important characteristics of a society, one must study its major cities.  All cities are different.  Some major cities are made up of highly  respected wealthy people, and some are not. Some major cities have very high crime rates, and some very low crime rates.  Characteristics of society in general cannot be determined this way. I believe one must take a broader view of society.  A perfect example would be Detroit, once a major city near me.  Years ago it was thriving and full of wonderful people.  Kids could play on the streets and leave the house unlocked at night.  That major city is now full of very different people with very different characteris
A2W8ZODKKQ7RYP	essay3	I disagree that scandals are useful.  Scandals are not something that attention should be drawn to. They are usually private issues that should remain private and out of the public eye.  An exception to this would be scandal within a public company that directly affects the public. I still believe that these scandals should be handled with care.  Attention should not be drawn to scandals and word of mouth and media tend to twist the facts and make things worse.
A2WNVSJ1Y06SS1	essay1	        I completely disagree that humans' ability to think for themselves will deteriorate with the advance of technology. Humans do rely a lot on technology in this day and age, but we have hardly become ineffective because of it. Due to technological advancement, we have become even smarter and effective at dealing with problems than ever before. Humans have been able to travel long distances, cure diseases, and even travel in space due to technological advances. Over time, we have increased the capabilities of our species for the sake of convenience. This is convenience that humans have come to rely on, but if it were to all disappear, humans would not go extinct. We have a lot of knowledge on the world due to the resources we have available, and because of this, we will continue to thrive.
A2WNVSJ1Y06SS1	essay2	        I do not agree that you can learn the most important characteristics of society in a major city. Yes, it is true that major cities have large amounts of the population, but that does not make them complete examples of a society. Society is comprised of so much more than what a city includes, and much of the population cannot be generalized so easily. City life is completely different in different parts of a country so much so that its impossible to gather such generalizations from a group of cities. For example, if you took Chicago, Illinois and compared it to Phoenix, Arizona, you would find that these cities are even very far apart in the way that they operate and how they fit within American society. Society itself is so intricate and complicated being made up of so many unique individuals, there is no way that you can clearly get the picture of a specific society solely by looking at a relatively small and specific portion of it.
A2WNVSJ1Y06SS1	essay3	        I do not think scandals are that useful. In today's world, information is readily available to the public about anything and everything that goes on in the world. While this is good for engaging in politics, we live in a world where we may not be able to trust all the information provided. Human nature, especially regarding positions of power, is to benefit ones' self. This means that information may be fabricated in order to damage one's reputation and therefore boost the reputation of another. Though we have many more resources available to use to determine some truth in the statements of others, there are also more ways to fabricate information and pass it off as being the truth. This makes it difficult to trust any of the information you're given on such scandals from both sides of the debate. Because absolute truth is rather impossible for an individual to discern, scandals serve many times to confuse the public and are often very distracting.
A2WT6FV92737W6	essay1	I agree that using technology to solve problems deteriorates the ability for humans to think for themselves. The brain is something that needs to be exercised every day. Technology decreases the exercise that the brain gets. Technology helps people solve problems that they would normally use their brains for. Over time the brain slows down from being underused. Humans begin to lose confidence in themselves and their brain power and start to rely more on technology. This starts to become a never ending cycle.
A2WT6FV92737W6	essay2	I agree that you need to study major cities to understand the most important characteristics of a society. Major cities are heavily influenced by the characteristics of a society. The values and personalities of the people in a society can shape a city in many ways. People that display hard working characteristics will have cities that have buildings that are built with great attention to detail and are very reliable and sturdy. A great artistic society will have structures that are very beautiful and impressive. A society that honors tradition will have buildings that embrace past generations.
A2WT6FV92737W6	essay3	I agree that scandals can be very useful. Sometimes people have to witness something with their own eyes or hear things themselves before they will believe. You can speak to people and try to get them to listen but scandals are that much more effective. Sex scandals are some of the most effective attention grabbers. People who won't believe that a certain person is bad or corrupt can have their eyes opened by a sex scandal. Scandals have a way of uniting a large number of people for a common cause. Scandals tend to stir up emotions in people and make them more focused and attentive to problems in society.
A2WWYVKGZZXBOB	essay1	I disagree with this position somewhat. It seems to me that building such technology will take a lot of research and brainpower, and to maintain and improve these technologies it will take that same amount of vast brainpower. Maybe the average person won't improve their intelligence, but they don't really do that now. There will always be those who wish to pursue their own education and improve their ability to think. Humans are a forward driving species no matter what level of technology we are at. We are always looking to improve our own understanding of the world.
A2WWYVKGZZXBOB	essay2	There is some truth to this. Cities are a hub, where different, conflicting and compatible ideas merge into one. Take New York for example, with its many racial representatives, all bringing different things from their culture to one place. People take in the ideas they like and over the course of generations disperse either back to where they came from or to new places, spreading those ideas around. City dwellers tend to be more progressive in their ideas, which would be more useful to research than rural ideas, which often have stayed the same for many centuries without being challenged. Cities tend to write the history of society.
A2WWYVKGZZXBOB	essay3	This is true to some extent. Often, however, scandals are used to distract the public from real problems going on. This is common tactics amongst politicians, who attempt to disguise their own immoral or illegal actions by putting attention on a political opponent. For example, Donald Trump's insensitive tweets could distract the public from outrage over some of his policies that he's trying to push through. On the other hand, scandals are useful for keeping powerful people in check and within the law. It puts pressure on them to show they are not immune from society's norms.
A2XOP6WJGR59QR	essay1	I don't really know what side to pick on this issue, but I don't completely agree with the issue. It's true the more that we rely on technology to solve our problems, our ability to actually think for ourselves will deteriorate, but on the flip side, technology enables us to reach new heights that we will most likely never reach ourselves. With the way tech is evolving, it will only become more beneficial in the long run for the human race as a whole. As long as we don't rely on tech to do everything in our lives for us, it'll free time for many of us, allowing us to pursue our interests and dreams even further than before. Using technology has only helped us grow as a whole, and it shall most likely continue for a quite a while longer. There is so much more we can do now that we have the tech to do it.
A2XOP6WJGR59QR	essay2	It really depends. Lots of major cities tend to be a blend of different cultures and may not truly reflect the characteristics and beliefs of a society. Perhaps the roots of that society is not only in its major cities, but spread out throughout the land. Different areas tend to have different views on many things, but there most likely is a characteristic that binds them all together. A society's major cities characteristics may be a bit muddled though, considering that many major areas tend to bring something from every corner of its society. One can't really base a society's most important characteristic on a few cities, I suppose.
A2XOP6WJGR59QR	essay3	Depending on the severity of the scandal, yes. Not many would care too much for minor scandals, but the major scandals are what really grab our attention. Knowing that the prominent people in our lives have a darker side tend to open our eyes a bit more to the problems around us. Knowing that say, a politician or similar is a member of a rather sinister cult might get us to focus on the cult and the trouble they bring. Perhaps a well known celebrity beating their spouse would bring attention to spouse abuse/problems that go in inside many households. Or something as simple as a leader smuggling money out of the country.
A2XVL0RNQMWI17	essay1	As technology evolves human intelligence and creativity will not deteriorate. In fact it will increase as technology advances. Much of the time of early humans was used to find food. With advances in technology we were able to free up this time through farming. Specialized roles became possible. Centers of learning became possible. As technology continues to advance people will have even more free time to create and work on other skills which will advance human knowledge even more.
A2XVL0RNQMWI17	essay2	To understand the most characteristics of a society we must look at rural, suburban, as well as urban areas. The arrangement of these communities tells us how people of different classes behave. Things such as agriculture, and unique businesses, can be missed when studying major cities. Major cities only offer a limited view of society. For instance political ideologies tend to differ based on if you live in a rural area or urban area. The role of government varies in different areas. Natural resources which contribute to business would also not be studied very well if one were to focus on major cities only.
A2XVL0RNQMWI17	essay3	Scandals are useful because it is publicized incident which grabs the attention of many people. People are affected by scandals emotionally and will want to do something about it. It is better having one common incident to rally people around. There are many instances where policy was created and approved after a strong scandal. This does not always occur especially when people are divided on how to react to a scandal.
A2YAYHZYI7M3HD	essay1	I think there is truth in that idea. As we rely more and more on technology, we will rely less on ourselves and our own wits. Technology, in its most extreme usage, promotes laziness. If we don't have to do for ourselves, we won't have to puzzle over problems and those faculties will start to weaken through disuse. I think too much technology is a slippery slope.
A2YAYHZYI7M3HD	essay2	I think this is true. In cities you have large numbers of people living near each other. It's a good way to view an array of characteristics in one area. You can see what the people are like, how they interact, what they do with their time. You can see the big picture in miniature in a city. I think it could be an efficient way of getting the most information with the least effort.
A2YAYHZYI7M3HD	essay3	I can see the truth in this. Often when scandals come to light, it gets people talking about an issue and it inspires people to do something more about it. It raises awareness and sometimes acts as a chain reaction, in that more people who have suffered something similar will come forward. The more discussion and action there is, the more we can prevent similar things from happening in the future. I think, in that way, there is value in scandal.
A2YDA5EGPSTMCC	essay1	I personally disagree with the assessment that an over-reliance on technology will impair our collective cognitive capacities as a species. Centuries ago in Ancient Greece, Socrates produced a similar argument with respect to the appropriation and proliferation of literature, among other things. Socrates argued that an over-reliance on written text would diminish the memory and storage capabilities of the human mind, weakening their capacity to give oral arguments and orate effectively. However, oration still remains an important aspect of certain academic programs and professions. This same argument was applied to every major transition in the history of human society, from literature to the radio, to television - all the way to video games. Society has come to accommodate to these new technological acquisitions consistently.
A2YDA5EGPSTMCC	essay2	This isn't necessarily the case. A society first and foremost is comprised of two things - a collection or population of people, and culture. Culture is a direct byproduct of individual human behavior, aggregated into a collective whole. As such, cities only allow for a partial window into the complexities and intricacies of human behavior as they pertain to a population of people. This is because rural areas, suburbs and other locales are places which still hold significant numbers of people, each with their own unique and distinctive microcosms of culture and human behavior. As such, it is impossible to construe a definitive whole picture of humanity from cities alone.
A2YDA5EGPSTMCC	essay3	"While scandals do indeed focus the collective attention of a society on the matter at hand - they are far from ""useful"". For something to be useful, it must hold a valuable insight into a given situation, or provide the skills, information or context necessary to assess and overcome said situation. Scandals satisfy neither of these necessary requirements, as they only serve to exacerbate the situation itself. They serve as a means of providing either entertainment or the catalyst for a moral shock to society at large. Because of this, scandals cannot constitute the conditions necessary towards being ""useful"" to society."
A2YH9MQZQY449I	essay1	 It would not be the same, since we have people who use technology to provide more knowledge in our lives.
A2YH9MQZQY449I	essay2	Carry out a specific study to be able to acquire the culture of that society and be able to share technological information between the two societies
A2YH9MQZQY449I	essay3	 It's true, because the bigger a problem is, the more attention will be paid in a society
A2YP60DM1HYTH8	essay1	I totally agree with this statement. We rely on technology so much now that we hardly ever think for ourselves. We are consumed with technology, even with the easiest tasks, if it can be done using any sort of technology, that is the first thing we go to. We try to use the easiest way possible. In a way we have lost some of our worth ethnic. We rely too heavily on technology to do everything for us.
A2YP60DM1HYTH8	essay2	I don't agree with this. There are different people in all parts of the state, you can't categorize people just because of the major city. I live near a major city that I don't associate with at all. The people, the culture, the way they do things is completely irrelevant to me. I feel like it is not fair to just judge a society just because of the major cities.
A2YP60DM1HYTH8	essay3	I feel like scandals are just ways to get attention. I feel like everyone is looking for the newest scandal because everyone loves drama. I don't feel like a scandal can say more than someone else could. A lot of things can be taken out of contexts, and I feel like it is all a rue to drum up attention in the media. I feel like scandals are blown out of proportion.
A2Z6NL0CTXY0ZB	essay1	There is growing evidence that proves today's technology can hamper learning abilities. This has become a serious problem among young people who spend much of their time in front of their cell phones. It was recently reported that young people are having a difficult time learning to write. Those of us born before the advent of the smart phone know that writing is one of the most important of the three 'R's. Such a skill is taught in the early stages of education. But in today's world it seems that children are born with cell phones in the hands, making it more impossible for them to learn.
A2Z6NL0CTXY0ZB	essay2	There's only so much a person can learn at home. The world is a big place filled with people form all walks of life. I agree that to understand portions of society, one should expand his/her horizons. Moving to an overcrowded city isn't necessary. There are smaller metropolis' in the country that offer the same or similar experiences. But if one wants to really learn about the world, moving to a different country for a year or more is one way to do so. People outside of your home country may have a view of your society that may just open your eyes.
A2Z6NL0CTXY0ZB	essay3	I disagree that scandals are useful. What is a scandal after all? A messy exchange between several parties who should learn to keep their business private? What's learned from a scandal? Hardly anything seeing as how there seems to be one every week on the news. If anything, a scandal is a good example for those of us who are attempting to live a morally acceptable quiet to keep doing what they are doing. And teach their children not to get involved with anything that may lead to a scandal. Other than that, I don't see scandals serving any good to society. They should be kept under the rug if discovered.
A2ZV96GRXVSXK4	essay1	This makes me thing of my 1st grade teacher and her telling me that I need to learn to do math without a calculator since I will never carry one around in my pocket . I think technology has made us a bit lazy when it comes to working out math on paper , the calculator is so convenient and easier to use . Plus do you always have a pen ?
A2ZV96GRXVSXK4	essay2	Major cities are just bigger points to where people find things more conveniently . There are lots of characteristics of society that are never in a big city . Smalls towns have more character then big cities . I think you have to look at society as a WHOLE rather than just a larger city . Like if you used LA as the example for society then you would be dead wrong on alot of idea and choices people make .
A2ZV96GRXVSXK4	essay3	Scandals are always going to be there . IT is drama and some people thrive on it . Its what makes us so interested in celebrities and their lives . We have entire TV networks (E!) that are based off of scandal and drama
A2ZZ036CZCJJR0	essay1	I disagree with this statement. As technology advances, people will actually need to think even more in order to use this new technology. Technology doesn't run automatically. Computers need someone to program it and even robots need instructions in order to do things. Self-driving cars also need someone behind the wheel to make sure that it is not malfunctioning. If something breaks, people will need to be there to fix it. Technology may make people lazier, however, it will not stop humans from thinking for themselves.
A2ZZ036CZCJJR0	essay2	I agree that in order to understand the most important characteristics of a society, one must study its major cities. We know a lot more about ancient Mayan, Aztec and Inca cultures by studying the ruins of their major cities. Looking at cities like New York, Chicago, LA and Miami, we can determine a lot about how our society lives. We must also study smaller cities as well to get a full picture of society. For example, if we study only NYC or Chicago, we might think that our society primarily lives in high-rise apartments and condos, when, in fact, most people live in single family houses. In order to get a full look at a society, we should study both major cities and smaller towns and villages.
A2ZZ036CZCJJR0	essay3	While I agree that scandals can shed light on problems and solutions that we might never have thought of, I disagree that they are useful. Scandals are inconvenient and often hurt others. They should be avoided at all costs. We should really be focusing our attention on problems that affect others such as affordable housing, rising gas prices, unemployment or the economy instead of focusing our attention on scandals and crime. If we spent more time putting our attention on problems that are apparent, we could get more done. It is the right thing to do.
A300U36A83F1TQ	essay1	yes, all people solve the technology problems, the ability of humans to think for themselves will surely deteriorate , as people rely more on technology to solve problems
A300U36A83F1TQ	essay2	The most important society is must major city. The people can take overall confident finish any problem, but there is not a good way. The human can change mind. the critical area is not complete life study. The human life dangerous of all areas but major for one city. the society is important for the character because the character life goal, day to day life change everything but cannot change character.
A300U36A83F1TQ	essay3	The human life is most important factor is Scandal because the people take over charge is scandal. The politician and government is important for the scandal. The focus is attention but there is no speaker or reformer ever could. The main important is scandal stage, it can any cash department, society and more people advantage.
A30KV6CIGNH3E5	essay1	I disagree with the above sentiment. humans ability to think has not reduced. it has increased actually. people have become more creative with the help of technology. technology just makes work easier .
A30KV6CIGNH3E5	essay2	i agree with the above sentiment. major cities contain the most crucial information about a place. the people there can be very helpful too. major cities also have the information required. the social amenities in major cities are crucial too.
A30KV6CIGNH3E5	essay3	scandals can be very useful. i agree with this sentiment. they help people bring out things that were bothering them. in doing so no one's feelings are hurt. scandals also help improve relationships . communications become better after scandals.
A30YUB0WTMKX73	essay1	I completely agree with this statement.  With the reliance on technology becoming more prevalent, people will not be as motivated to educate themselves.  Eventually, this will be very harmful, as people will lack important mathematical and grammatical skills that are required to function in everyday life.  Additionally, instead of trying to work out an issue in their head, people will only be able to rely on doing an internet search for the answer.  Therefore, I believe that increased reliance on technology will definitely result in the deterioration of the ability for humans to think for themselves.
A30YUB0WTMKX73	essay2	Studying major cities can be very beneficial when examining the characteristics of a society.  To begin with, the major cities are typically the center of the society, so they are great places to see what a society is like.  Additionally, the society will be very well represented in the city's population, so it will be easy to examine and learn about the culture and traditions of the society.  Major cities also show the different patterns and habits of the society, which would give a great picture of the society's characteristics.  Therefore, when attempting to understand the important characteristics of a society, one should definitely examine its major cities.
A30YUB0WTMKX73	essay3	Scandals are useful in that they present new, and typically shocking situations that nobody has ever seen or witnessed before.  They help us become aware of things that are possible in society.  Additionally, scandals help teach us a lesson that can be used as an example of what to avoid and what not to do in the future.  Scandals can also enhance awareness of negative societal issues that might not be very prevalent yet, which would help us start the process to resolve them.  Therefore, scandals are very useful for focusing our attention on problems in different ways than those of speakers or reformers.
A3135Y3RMFC3PK	essay1	I think this has already started to happen. For myself I no longer even try to remember phone numbers because I carry a phone. People are relying more on gadgets to do things for them and when those gadgets break or have no power they are lost. I'm not sure younger people would even fully know how to use a library now to do research.  Everything is available online. You can sit in a chair and turn everything on and off now just by issuing a command. You can even lock or unlock your house and car from miles away. I love technology so these are not complaints. I do see it dumbing some people down however. Some people will decide they do not need anything for backup and be completely lost if it's not done for them.
A3135Y3RMFC3PK	essay2	I think that is something that would need to be studied but it cannot be the only thing. Society is made up of different classes and different ways of living. Without the rural areas and contributions then the city would not be able to thrive. I think it's wrong to discount someone who might not be a part of a higher society simply because you feel you are above them. When it comes to basic survival we all play a part. Society needs all its parts. It is all important.
A3135Y3RMFC3PK	essay3	I can see where they have a use. It does bring to mind that people we may idolize are no different than us. I'm not sure it always has us focus on problems that aren't already brought up. I think it brings it into more of a public view but it's usually things some of use are already dealing with privately. I think a scandal can make it acceptable to talk about a subject so maybe in that way it is truly the most useful. It could make people face a situation and not try to ignore that it exists.
A31A4YKVSOYRVS	essay1	I disagree with this statement, personally. I think that it's clear that as we move into the future, we are moving towards a singularity where man and technology will become one. In the meantime, we've been blurring the lines more and more with each passing year and new technological innovation. Rather than hindering our development, I think that this technology will help us to unlock so much of our potential. Think about virtual reality. Many people believe that soon we will have implants that allow us to view virtual reality through our own eyes. When this happens, it will completely change the way that we learn in school, the way that we complete our work, the way that we go about our day to day lives. I think that technology will change the way that we are able to perceive things. Our senses may be heightened in the same way that we are finding ways to help blind people to see and deaf people to hear. On top of that, with technology taking a lot of the workload off of humanity, people will have more time to become spiritual and philosophical which will cause us to move forward leaps and bounds.
A31A4YKVSOYRVS	essay2	You could compare our cities to our homes. First of all, our homes are designed to suit the average person's needs from top to bottom. The door ways are perfectly sized, the hinges are meant to match our average right handedness, and houses are even designed to induce a sense of peace and calm through their layout. Secondly, people tailor their homes to represent their deepest selves. They are designed and stocked with the things that we love. In the same way, a city might be a huge reflection of the civilian population that lives in it. It is designed functionally for the people and it is designed aesthetically for the people. In the future, historians could look at our cities and use them to deduce what type of people we were, what our priorities were, what our needs were, what our lives were like, and what our culture was like. It's the same way that we can look back at ancient cities and put together the whole world at that time. What's really cool is the fact that our cities throughout time share lots of features, which seems to represent common trends of humanity that span millennia.
A31A4YKVSOYRVS	essay3	I disagree with the sentiment that scandals, and the distractions that they provide, are useful for people. I feel exactly the opposite. The powers that be utilize that scheme constantly to distract people from the important issues. Scandals appeal to the worst parts of our human natures- people become excited over drama for some reason. No civilized human should be so happy about that kind of chaos, but for some reason people flock to gossip and love to debate their opinions about each and every scandal. These stories are so emotionally driven that people become especially invested and vulnerable to manipulation. There are so many classic times throughout history where scandal and drama have been used to distract people from something corrupt. Most recently you see the way that the media and politicians of America have us all caught up in this big back and forth liberal verses conservative game that is actually nothing important and only keeping us distracted from the gravely serious events taking place in the world right now.
A31FD3QCYZ28Q2	essay1	I think that humans have an inbuilt ability to problem-solve. The ability to problem solve emerged as an evolutionary advantage, unrelated to modern technology. We may individually lose skills and particular taught skills may drop out of use. But the ability to problem solve in itself will not be 'bred out' because we aren't using it.   We learned to use stones as weapons and hammers because they gave us an advantage over other competing animals. So I don't think computers are re
A31FD3QCYZ28Q2	essay2	I disagree that the idea that the most important characteristics of a society can be seen in cities. Pre-revolutionary France had a very distinctive style of society. It was feudal based on peasants at the bottom. Their condition and work were ones that were the foundation of the society. Studying their condition and understanding them will show much about the rest of the society. Ignoring rural populations and no
A31FD3QCYZ28Q2	essay3	"I think scandals are not helpful when trying to look at issues and problems. The problem is that most scandals are sex or gossip related. While they bring a focus on something, the journalistic drive is normally financial rather than the 'truth'. Political scandals in the news are gossip and innuendo, such as the 'email scandal\ of Hilary Clinton. Rather than Nixon's ""Watergate"". There is hardly any provable facts."
A3209D1227UCYP	essay1	I agree that technology is causing people to use their own minds less and less. When I was growing up, there wasn't internet available like today. If I was researching a paper, I would have to go to the library, figure out how to research my topic, use the catalog to find the books, and research the topic. It required planning and thought not just to write the paper, but to research. Along the way, I learned more information than was required during my research because it took a little more digging. Now, you can find exactly what you want, when you want it, and it requires us to do less work. Effort makes us smarter and makes us learn more.
A3209D1227UCYP	essay2	"Major cities are not the most important part of societies. A large part of the population of the world, live in rural and less populated areas. We can't characterize a whole society based on a portion of the population. There is a big difference in the behaviors and values of ""city folk"" versus ""country folk,"" and we can't ignore one or the other. I think a big problem with our country, is that both of those people only care about the people that live like them. We can't forget that not everyone lives like each other."
A3209D1227UCYP	essay3	I am torn on whether scandals are useful for attention to problems. I think part of the problem, is that most people just like to gossip. I don't think many people really care about the issue surrounding the scandal. They just want to talk about how horrible the people involved are. I think that even with the amount of scandals and attention that have come with it, there is minimal change. Isn't the point to have some change? Sexual harassment, for example, has been happening for a long time. There have been sexual harassment scandals for years, and there is still no change. There have been a couple of examples made over the past year, but do women feel safer at work? I don't necessarily think so.
A320BT7PLIQVZT	essay1	Remember when we were all in school and the math teachers always said we have to learn this stuff because we wont be carrying a calculator every where we go. yeah, well so do I. And they were completely wrong. technology has come so far that we have become reliant on it. I cant tell you how many people I try to give directions to and use words like, north and easy; they look at me with a deer in the headlights look. we have now reached a point in society where I believe the majority and even figure out which direction is north. I fear for the youth, for they are naive and lack experience.
A320BT7PLIQVZT	essay2	its funny. If you look at the largest cities in america, they are all very far left leaning. then if you look at some other cities, like detroit or chicago, you will find poor black people killing each other every single day. but no one wants to look at the facts, they want to believe what they choose to believe and skew anything and everything to push their parties political agenda. these major cities are falling apart, weather its blacks killing everyone, or los angeles encouraging illegal aliens to comit felony actions like entering into the country without going through the proper process. then they have the audacity to give them welfare, food stamps, educational assistance, all on my dime. the larger the city, the more of a likley hood they will collapse from the very people running the cities.
A320BT7PLIQVZT	essay3	when I hear of scandel, hillary clinton comes to mind. Its so bazaar how if I was to commit a crime, I would get years in prison. But when certain other people do the same things, they get the fbi to break laws to hide any evidence. it is utterly ridiculous. And you expect me to obey a police officer? you expect me to obey the very laws I  see high profile politicians breaking regularly. It makes me wonder, at what point do the people over throw the government and take their country back. I am one of those people in the shadows, waiting, willing to die for that cause.
A320QA9HJFUOZO	essay1	As people rely on technology more, the ability of humans to think will not surely deteriorate. There is simply no evidence to show that this is the case. Technology has increased exponentially over the last several hundred years, and human intelligence and thinking ability has only increased. It stands to reason that further increase of technology will not render humans unable to think or reason. If anything, human intelligence and capacity for advanced thinking will likely increase as technology is improved and we come to understand the world even better. As technology becomes more advanced, so will people and our thinking abilities.
A320QA9HJFUOZO	essay2	"The statement is vague and cannot be proven one way or another. What the ""important"" characteristics of a society are is subjective and up to interpretation. Some people value certain things more than others and point to them as representative of what is important in society. A small town may show more important characteristics of a society, depending on what you decide is important. I agree that major cities in any country will give at least some insight into the country itself and its values.  This might hold true more for some societies than others."
A320QA9HJFUOZO	essay3	Scandals are sometimes useful. Sometimes scandals are not useful. Scandals can be useful in focusing our attention on an issue, but whether than is valuable depends on whether the issue itself is important or worthwhile. Some scandals that garner media attention are not very important and provide little to be learned. They are about superficial things and don't matter in the grand scheme. Other scandals, like the 'MeToo' movement involve more important issues and can effectively focus society's attention on an issue that needs to be addressed. It depends entirely on the context and circumstances of the scandal in question.
A32IRN8APZMCQ2	essay1	In the technological I believe people ability will not deteriorate. To live in the technological world it will determine to most intelligent people to keep up with the technological.  Technology is always changing and one needs to always be very intelligent to work with it. It can help the brain muscles to always be learning something keeping away from  watching television with no use to think. People will have more intelligence increase.
A32IRN8APZMCQ2	essay2	One would best to understand the characteristics of the society by  understanding their cities People will have a better understanding talking to the people there where they live and do business. They will will have a better picture in their mind of the culture of people when they speak to them.  They will understand their process of living by peoples location by the cities towns and their living styles. So it is good to know their major cities.
A32IRN8APZMCQ2	essay3	Scandals do not focus our attention on problems because we should not be focusing on something more positive. For example if we focus on our problems then we will always be standing among negativity of speakers and reformers. For to focus our attention on problems is not healthy for anyone to live by. We should not listen reformers and those kind of speakers. So we should be positive.
A33L61XKPX76DB	essay1	I agree with the statement about how as people rely more on technology their ability to think for themselves will deteriorate. You can see this if you look back as technology has increased people have lost the ability to provide food for themselves less people know how to farm or hunt. They rely on society to provide food and the amount of farmers has decreased and people just rely on super markets to buy sustenance. I think because of the rise of technology you also see people not learn life skills or how to interact with others in person because they are so used to online interactions which leads to them being awkward in person. People are also a lot more relient on finding information online instead of learning skills from others or teaching themselves instead of just looking up the answer to their problem.
